Tweet ID,Timestamp,Customer_Message,Spotify Tweet ID,Spotify Timestamp,Brand Reply,True_Intent,Action,Reason for Action
231015,Thu Oct 05 09:54:27 +0000 2017,@115888 please add Code Red songs..🙂,231014,Thu Oct 05 09:58:36 +0000 2017,@171002 Hey there! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa. /DB,content_availability,Auto,
2715265,Mon Nov 20 05:17:51 +0000 2017,"@SpotifyCares iPhone 6s, iOS 11.2, Spotify 8.4.27.895

Thanks!",2715263,Mon Nov 20 05:25:51 +0000 2017,"@762218 Could you log out, restart the iPhone, then log back in before checking one more time? Just make sure that the repeat option is switched off or grayed out /JU",general_feedback_ui,Auto,
2835023,Tue Nov 28 01:23:50 +0000 2017,@SpotifyCares thanks to answer... I unistall and install the app again and it is working now,2835025,Tue Nov 28 04:29:04 +0000 2017,@789144 Great! Glad to hear it's working now. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /LO,general_feedback_ui,Auto,
1829028,Thu Oct 19 03:56:19 +0000 2017,@SpotifyCares Taken care of thank you,1829030,Thu Oct 19 03:58:39 +0000 2017,@548890 We're glad to hear that! Feel free to send a message our way if you need us again /YM,general_feedback_ui,Auto,
2275491,Sat Nov 11 20:32:31 +0000 2017,@SpotifyCares Yes but didn’t work actually this problem occurred after the Spotify update to 8.4.26 version,2275492,Sat Nov 11 22:54:51 +0000 2017,@661838 2: app? You can follow the steps here: https://t.co/EqisDMwZAT. Keep us posted /MT,general_feedback_ui,Auto,
2026159,Mon Nov 06 15:18:48 +0000 2017,@115888 still getting a 400 Bad Request on Chrome 😐,2026158,Mon Nov 06 17:16:17 +0000 2017,@599167 Hey Andrew! Everything looks good on our end. Can you try accessing the site using a private or incognito window? Keep us posted /JE,playback_streaming_issue,Auto,
910863,Fri Oct 13 17:08:14 +0000 2017,@148611 hi spotify bakit nawala po ang Rivermaya Greatest hits? Kung kelan kumpleto na po mga fav opm songs tyka naman nawala yun.,910861,Fri Oct 13 19:57:39 +0000 2017,"@212295 2: check, are you referring to this album: https://t.co/bNFcwX1zTb? /AU",content_availability,Auto,
2669356,Sun Nov 19 09:26:41 +0000 2017,Morning tech heads- can I link Spotify and Sonos? X,2669355,Sun Nov 19 11:10:27 +0000 2017,@751821 Hey Jo! There's some info about using Sonos with Connect here: https://t.co/0NvBNHPIvI. Let us know if you have any questions /K,general_feedback_ui,Auto,
2218873,Fri Nov 10 08:15:07 +0000 2017,waiting for @115888 to release out the #reputation album,2218872,Fri Nov 10 10:05:27 +0000 2017,"@648183 Hi. Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /BP",content_availability,Auto,
2251376,Fri Nov 10 20:26:49 +0000 2017,@SpotifyCares literally just want to know what stranger things mode is,2251375,Fri Nov 10 20:38:28 +0000 2017,@386987 2: It's a cool feature available for users who stream from the official playlists of the series. Try it out to see for yourself 😉 /JE,general_feedback_ui,Auto,
365596,Sun Oct 08 19:51:04 +0000 2017,"@SpotifyCares @202601 If your dev team need convincing, then you have a problem. It’s marketing who should decide on this. 🙄",365598,Sun Oct 08 22:48:29 +0000 2017,"@202602 We hear you! Rest assured, your feedback will be passed on to the right folks /TB",general_feedback_ui,Auto,
1087969,Mon Oct 23 18:29:47 +0000 2017,"@SpotifyCares *psst* can you help me get my premium back, it won't let me update payments",1087968,Mon Oct 23 18:56:07 +0000 2017,@376643 Hey there! We've just sent you a DM 🙂 /DF,billing_subscription,Escalate,
110110,Thu Nov 23 20:07:06 +0000 2017,@SpotifyCares cheers! still loving everything else,110112,Thu Nov 23 20:14:39 +0000 2017,"@140447 Awesome! If you ever need anything else, just shout and we'll come running 🏃 /TR",general_feedback_ui,Auto,
2653086,Sun Nov 19 05:12:08 +0000 2017,@SpotifyCares I got charged twice but I still have ads. I want a refund,2653085,Sun Nov 19 05:54:24 +0000 2017,@748209 Hey! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
1150646,Sat Oct 14 23:22:26 +0000 2017,"@SpotifyCares ""epic collection friend. your library is all filled up..."" Are you kidding me?",1150651,Sun Oct 15 00:35:45 +0000 2017,"@390770 1: Hey Mark, great detective work! We'll get this reported. https://t.co/LpsmyUtme0. Also, can you send us a screenshot of the error...",playlist_library_management,Auto,
1785598,Wed Oct 11 14:39:30 +0000 2017,"@SpotifyCares Nah, I mean in Discover Weekly or in Recommended Songs on playlists. Would be great to click ""Exclude"" on songs we don't like. Thanks!",1785600,Wed Oct 11 14:45:04 +0000 2017,"@536473 2: Just keep listening to your fave tunes. Also, you can click ""Refresh"" if the recommended songs aren't to your liking. Hope this helps /AY",playlist_library_management,Auto,
2114199,Wed Nov 08 15:38:58 +0000 2017,".@115888's ""recently played artists"" is such total bs. I listened to about 15 seconds of a Cardi B song (it was trash) and she's now my #1 recently played artist. Despite me listening to hours of other artists? The fuck???",2114198,Wed Nov 08 16:23:06 +0000 2017,"@623337 1: Hi there. We're sorry you feel that way. The Recently Played Artist shows the artists you listened to, and it's sorted to show the...",billing_subscription,Auto,
1280098,Thu Oct 26 17:28:45 +0000 2017,@SpotifyCares I should look for new glasses as well.. I didn't see this option at first! Works now. I'll extend after the free trial period :D Thanks &lt;3,1280099,Thu Oct 26 17:33:40 +0000 2017,@269793 Glad to hear it's working now. Just give us a shout if you need help with anything else. We're just a tweet away /LM,general_feedback_ui,Auto,
1836176,Wed Sep 20 18:07:45 +0000 2017,"@SpotifyCares And I am not alone, as you can see in the forum thread. You need to get the Spotify devs to look at this ASAP. Please escalate.",1836178,Wed Sep 20 19:08:11 +0000 2017,@550588 We understand. Thanks for the feedback - we appreciate it! We’ll get this passed onto the right team /TF,general_feedback_ui,Auto,
781150,Sat Nov 25 04:56:06 +0000 2017,"@SpotifyCares is there any way to give Spotify family premium as a gift? Our family loves it so much, we want to share it!",781148,Sat Nov 25 09:20:35 +0000 2017,"@306498 Hi Amy! That's a good thought, but we're afraid that Premium for Family requires a recurring payment method. How about giving them gift cards instead? More info here: https://t.co/6U9K2VcuJI. Hope this helps /MU",billing_subscription,Auto,
1376534,Mon Oct 16 18:49:35 +0000 2017,@SpotifyCares Nope. I'll just re-install the app to save us both the time. Just curious as to why's there no 'clear cache' option? A complaint since 2014,1376535,Mon Oct 16 18:53:54 +0000 2017,"@440448 Not to worry, we'll get this passed on to the right folks. For anything else, we're just a tweet away /JP",playlist_library_management,Auto,
1201574,Mon Oct 16 02:41:55 +0000 2017,Where is @18284 in @115888?,1201573,Mon Oct 16 04:52:48 +0000 2017,"@402321 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /DD",general_feedback_ui,Auto,
2518452,Wed Nov 15 23:33:38 +0000 2017,Dear @115888 when are y’all gonna make it possible to share my saved music,2518450,Thu Nov 16 00:27:15 +0000 2017,"@717383 Hey there! We're here to help. Can you let us know what you mean exactly? If you can give us a bit more info, that'd be great /AN",playlist_library_management,Auto,
2290446,Sun Nov 12 07:53:38 +0000 2017,@SpotifyCares @665333 Hey how can I download a single song? I can only download the whole playlist,2290449,Sun Nov 12 09:07:49 +0000 2017,"@665334 1: Hey there! It's currently not possible to download a single song without putting it in a playlist, but you can show...",playlist_library_management,Auto,
760602,Wed Oct 11 19:33:00 +0000 2017,"@115888 please comeback againt songs artist seventeen albums dunia yang indah removed , im need listen , please answer..",760601,Wed Oct 11 20:09:38 +0000 2017,@301746 Hey there! Can you DM us your account's username or email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,content_availability,Escalate,
506058,Fri Dec 01 18:26:22 +0000 2017,@SpotifyCares I have sent a DM - thanks for looking into this. I look forward to your reply!,506057,Fri Dec 01 21:10:24 +0000 2017,@236091 You're welcome! We've just replied to your DM. Let's carry on chatting there 🙂 /CP,general_feedback_ui,Escalate,
587529,Sun Dec 03 07:41:14 +0000 2017,Why the hell is I Hate College not on @115888 @27413 #CrimesAgainstHumanity,587528,Sun Dec 03 15:32:05 +0000 2017,"@258796 Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /DV",content_availability,Auto,
1748262,Tue Nov 07 16:15:54 +0000 2017,@SpotifyCares Less ads starting now or else imma start gettin up in that ass!!!,1748264,Tue Nov 07 17:02:26 +0000 2017,"@526998 Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /CB",general_feedback_ui,Auto,
203065,Wed Oct 04 19:32:55 +0000 2017,"@SpotifyCares iphone 5s, the latest version 8.420",203064,Wed Oct 04 19:47:20 +0000 2017,"@146198 Got it. Can you try to log out, restart your device, and log back in? Does that help? /CP",general_feedback_ui,Auto,
2306180,Sun Nov 12 21:26:14 +0000 2017,@SpotifyCares also how can someone get around the unidays not working? UK university.,2306179,Mon Nov 13 00:23:21 +0000 2017,@126587 2: We can also help you out here on Twitter. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
2731507,Mon Nov 20 15:40:38 +0000 2017,@SpotifyCares Not sure about that.,2731506,Mon Nov 20 15:46:05 +0000 2017,"@765730 Sorry to hear you feel that way. We do our best to have them! But sometimes agreements are ongoing, or can't be reached with the content provider /PB",general_feedback_ui,Auto,
1726754,Tue Nov 07 04:54:15 +0000 2017,"Dear @SpotifyCares, I don’t understand how a collection can be limited. What gives? https://t.co/lmABQNW5Af",1726753,Tue Nov 07 05:14:20 +0000 2017,@522229 Hi! We're afraid that there's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /AK,general_feedback_ui,Auto,
2043185,Wed Oct 04 13:56:31 +0000 2017,Why pay for @115888 when it wont let me log on !!!!!!,2043184,Wed Oct 04 14:25:06 +0000 2017,"@604205 Hey Rebecca, help's here! Could you send us some details about what's happening, along with any error messages you're seeing? /MQ",account_access,Auto,
189928,Fri Oct 13 00:16:55 +0000 2017,"@115888 If I already have an acount but not with a stu email, can I switch it to my stu email to get the discount or do I have to make a new acount?",1792275,Fri Oct 13 00:41:21 +0000 2017,"@397977 Hey, help's here! You don't need to have your student email address on your account when you apply so you're all set. Hope this helps /JQ",billing_subscription,Auto,
2077242,Mon Oct 09 11:22:27 +0000 2017,@SpotifyCares I have spotify premium for over 3 years now. Why do I suddently lose all my downloaded songs? It has happenend for 3 times now,2077241,Mon Oct 09 12:29:37 +0000 2017,@614350 Hi there! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /SC,playlist_library_management,Auto,
278115,Sun Oct 29 13:50:53 +0000 2017,@SpotifyCares Android v7. And I have the latets version of spotify.,278114,Sun Oct 29 13:53:56 +0000 2017,@182414 Thanks! Are you getting any error messages? Does logging out &gt; restarting the device &gt; logging back in help? /PL,general_feedback_ui,Auto,
1102740,Mon Oct 23 23:43:12 +0000 2017,@SpotifyCares IOS 11.0.3 and 8.4.24,1102742,Tue Oct 24 00:30:29 +0000 2017,"@380216 Thanks! It's not ideal, but the exact steps here should help out: https://t.co/EqisDMwZAT /NQ",general_feedback_ui,Auto,
806554,Thu Oct 12 17:48:13 +0000 2017,"@SpotifyCares I get it. When you own your own streaming services, I guess you'd want your music there.",806552,Thu Oct 12 17:55:32 +0000 2017,"@163149 Thanks for your feedback! If you ever need anything else, just shout and we'll come running 🏃 /JX",general_feedback_ui,Auto,
2638602,Fri Nov 17 21:08:04 +0000 2017,@SpotifyCares @744672 I had the same issue but all my songs got deleted and I can't re-download..,2638605,Fri Nov 17 21:28:34 +0000 2017,@744673 Hi Udit! We've just replied to your DM. Check it out /MC,playlist_library_management,Escalate,
1775494,Tue Oct 10 22:25:45 +0000 2017,@SpotifyCares @SpotifyCares LMK if there's a program to accept community contributions. We all just want a better music player.,1775493,Tue Oct 10 22:29:33 +0000 2017,"@533531 We appreciate customer feedback, and we'll be happy to pass your comments on. Could you tell us more via DM? We'll be waiting /JE https://t.co/ldFdZRiNAt",general_feedback_ui,Escalate,
215425,Thu Oct 05 01:47:01 +0000 2017,@SpotifyCares I understand completely. They have always avoided a lot of mainstream outlets. But still wishful thinking :-).,215427,Thu Oct 05 02:24:07 +0000 2017,"@167190 We've got our fingers crossed! For anything else, just give us a shout. We'd be... https://t.co/LgAM6ky9Vv /AN",general_feedback_ui,Auto,
2438705,Tue Nov 14 21:36:52 +0000 2017,"Hi, @115888 iPhone X support soon?",2438704,Tue Nov 14 21:47:00 +0000 2017,"@699495 Hey, we understand - we’re working on it as we speak. Stay tuned! /CP",general_feedback_ui,Auto,
1386909,Wed Nov 01 22:39:58 +0000 2017,@SpotifyCares my 24 month premium account with Vodafone suddenly stopped working today. Is this a wider problem?,1386908,Wed Nov 01 22:41:32 +0000 2017,@442722 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
2322469,Mon Nov 13 12:58:05 +0000 2017,@SpotifyCares Hi I have two years of free Spotify premium with my Vodafone contract and for some reason today it's not premium and the two years haven't run out?,2322467,Mon Nov 13 14:28:53 +0000 2017,@672968 We've just sent you a bit more info over DM. We'll carry on helping out there /NG,billing_subscription,Escalate,
1927145,Fri Oct 27 15:24:22 +0000 2017,@SpotifyCares where's @425725 #TrialByFire ? Does the U.K. get it late or something ?,1927144,Fri Oct 27 17:04:17 +0000 2017,"@573528 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DF",general_feedback_ui,Auto,
1855649,Thu Oct 19 09:38:37 +0000 2017,@SpotifyCares Thank u 😇,1855651,Thu Oct 19 10:03:02 +0000 2017,"@555088 No worries! If you need us again, you know where to find us. Have a good one 🙂 /JN",general_feedback_ui,Auto,
1487003,Fri Nov 03 03:09:59 +0000 2017,@115888 you're slacking. Where's the album? https://t.co/8AtwGRLUYZ,1487002,Fri Nov 03 04:56:04 +0000 2017,@465354 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt,content_availability,Escalate,
1067256,Sat Oct 14 20:11:36 +0000 2017,@SpotifyCares Can’t find some songs I’m looking for.@221912 “highDefinition” and Tamia’s “It’s a Party”. Pls add,1067255,Sat Oct 14 22:47:53 +0000 2017,"@371859 Hi Ric! Fingers crossed we'll be able to have them soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AU",content_availability,Auto,
1198373,Wed Oct 25 02:54:19 +0000 2017,@115888 @117168 @SpotifyCares Please provide music videos too then we can end this YouTube dilemma,1198372,Wed Oct 25 03:45:04 +0000 2017,"@401560 Hey Tessa! This isn't currently available, but you can vote for the idea at https://t.co/ExzAphXe8b to help make it happen 🙂 /AR",content_availability,Auto,
2201013,Tue Nov 28 16:45:58 +0000 2017,@115888 Until wheb will this be available?,2902813,Tue Nov 28 18:33:10 +0000 2017,@803984 Hi there! Our 3 months for RM2 offer is until the 31st of Dec 2017. Hope this helps /XF,content_availability,Auto,
8247,Sun Oct 29 22:36:49 +0000 2017,"@117153 I can't log in on mobile app. When I do, screen becomes dark and that's it. No screen whatsoever. Please tell me what to do.",2483541,Mon Oct 30 00:11:25 +0000 2017,@709532 Hey Arjan! Help's here. Does closing the app and restarting your device help at all? We'll be waiting for your reply /MG,account_access,Auto,
1870663,Thu Oct 19 22:09:17 +0000 2017,"Again, @115888 lost all my saved music. And since I'm on the subway I don't have a steady internet connection to redownload.",1870662,Thu Oct 19 23:12:13 +0000 2017,@558682 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,playlist_library_management,Escalate,
1426098,Mon Oct 16 15:49:47 +0000 2017,"@SpotifyCares Hi, I cant play any of The Weeknd's songs on my phone. I can via my iPad, though? All other artists work",1426096,Mon Oct 16 18:09:13 +0000 2017,"@451303 Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted 🙂 /VK",content_availability,Auto,
1250626,Mon Oct 16 01:15:40 +0000 2017,Anyone else having issues with #spotify connect where it connects to devices that aren't yours or others connect to you? @SpotifyCares,1250625,Mon Oct 16 03:57:51 +0000 2017,"@413414 Hi Jason. Don't worry, we'll look into this. Can you tell us what device, operating system, and exact app version you're using? /JU",playback_streaming_issue,Auto,
1780063,Wed Oct 11 19:32:27 +0000 2017,Why can't I add family member to my Spotify premium account???? #frustrated #spotify #spotifypremium @115888,1780062,Wed Oct 11 20:00:09 +0000 2017,"@534810 Hi Rachel, help has arrived. Can you DM us all accounts' (yours and your family members') email addresses or usernames? /ME https://t.co/ldFdZRiNAt",billing_subscription,Escalate,
48581,Wed Nov 01 17:11:25 +0000 2017,@SpotifyCares but when it's been 9 years since Spotify was launched,48583,Wed Nov 01 17:29:55 +0000 2017,"@126823 We understand. Rest assured, we'll update everyone who's added their email to that form when it's available! /K",general_feedback_ui,Auto,
1427793,Thu Nov 16 06:03:19 +0000 2017,@SpotifyCares If I reinstall will I have to download all my songs again?,1427791,Thu Nov 16 06:06:52 +0000 2017,"@451665 We're afraid so. We understand it's a bit of a hassle, but it could help. Would you mind giving that a try? /RH",content_availability,Auto,
833224,Mon Oct 16 19:08:51 +0000 2017,"@SpotifyCares It's mounted correctly, not sure how I check if it's internal memory though?",833225,Mon Oct 16 19:31:35 +0000 2017,@318427 You can find it under Settings &gt; Device maintenance &gt; Storage. Can you also let us know how much free space it has? We'll hang tight /WW,general_feedback_ui,Auto,
2536638,Thu Nov 16 08:13:26 +0000 2017,"@SpotifyCares I need help: the sound quality is very bad for three days. I've tried all solutions shown on your internet site, nothing works.",2536637,Thu Nov 16 08:16:05 +0000 2017,"@721595 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /PL",playback_streaming_issue,Auto,
1229804,Wed Oct 25 18:40:47 +0000 2017,@SpotifyCares check ur dm pls,1229803,Wed Oct 25 20:43:02 +0000 2017,"@408438 Hi! We've replied to your DM, don't worry. Let's keep chatting there /M https://t.co/ldFdZRiNAt",general_feedback_ui,Escalate,
1814613,Sun Oct 15 16:40:39 +0000 2017,@SpotifyCares Someone hacked my account... changed the email address and now I can't access my tunes. Can you please help?,1814612,Sun Oct 15 22:44:46 +0000 2017,@545120 Hey there! We’re sorry to hear that. Can you DM us your account's email address or username? We'll take a look backstage /DD https://t.co/ldFdZRiNAt,account_access,Escalate,
2361920,Mon Nov 13 21:12:38 +0000 2017,@SpotifyCares My desktop has always stayed with the same artist on shuffle. This is a new issue for me.,2361922,Mon Nov 13 23:23:50 +0000 2017,"@682001 Got it. On Free, you'll hear a mix of similar tracks from other artists. Add more artists to your playlists to reduce Suggested Tracks /KL",content_availability,Auto,
616836,Thu Oct 26 03:21:22 +0000 2017,"@SpotifyCares when i try to subsc premium family account i got this error ""seems your card or payment provider is having a bad day"".",616835,Thu Oct 26 03:53:00 +0000 2017,@266359 Hey Abdul! The cavalry's here. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
1037627,Sat Oct 14 08:06:45 +0000 2017,@SpotifyCares I can' t listen any track/album of rock band Queen. This happens in all my iOS devices (last Spotify versions). Some issues?,1037624,Sat Oct 14 14:23:04 +0000 2017,"@260315 Hi there. Can you let us know what devices and iOS versions you're running? Also, are you getting any specific error messages? /LM",content_availability,Auto,
2919379,Tue Nov 28 21:16:54 +0000 2017,@SpotifyCares I keep getting an error occurred when searching for artists 😰,2919378,Wed Nov 29 00:44:54 +0000 2017,@808037 Hey there! Everything should be running smoothly now. Let us know if this is still happening /FR,content_availability,Auto,
2360617,Mon Nov 13 19:41:53 +0000 2017,"@SpotifyCares I can't find the controls on my iPhone anymore. No search, no library. What to do.",2360616,Mon Nov 13 20:39:28 +0000 2017,@357586 Hey Simon! What iOS and Spotify version are you using? We'll see what we can suggest /BH,playlist_library_management,Auto,
1263155,Thu Oct 12 22:05:42 +0000 2017,.@115888 where's the song Pure by the Lightning Seeds?,1263154,Thu Oct 12 22:24:36 +0000 2017,"@415837 Hey Patrick! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /SU",content_availability,Auto,
2055173,Thu Oct 19 00:11:53 +0000 2017,@SpotifyCares No error codes. On my phone whenever I select a frank song whatever’s playing stops and the bar on the bottom disappears,2055171,Thu Oct 19 00:13:33 +0000 2017,@607821 Got it. Does logging out &gt; restarting the device &gt; logging back in help? Let us know how you get on /CG,content_availability,Auto,
2190846,Thu Nov 09 18:54:45 +0000 2017,@115888 should get a dedicated anime genre and moods.,2190845,Thu Nov 09 20:16:17 +0000 2017,"@641316 Hey, help's here! We hope you vote for this idea at https://t.co/16ASxAHry1. Keep rocking 🤘 /JQ",content_availability,Auto,
2705120,Sun Nov 19 19:59:39 +0000 2017,"it's also on spotify but the bandcamp paid download has four bonus tracks, I can't even find a list of what they are and I'm very eager to find out
https://t.co/karW3M91fb",2705119,Sun Nov 19 22:57:28 +0000 2017,"@759748 2: We’d also love to have those 4 bonus tracks available, but we have some info about content here: https://t.co/0i8GpimuDa /KB",playback_streaming_issue,Auto,
2298900,Sun Nov 12 17:47:51 +0000 2017,@SpotifyCares No - i was playing on mobile and I’ve downloaded the songs. I was connected to spotty WiFi but the songs were still downloaded.,2298902,Sun Nov 12 17:52:08 +0000 2017,@667296 Got it. Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt,content_availability,Escalate,
2289025,Sun Nov 12 04:47:51 +0000 2017,@SpotifyCares What does the feature do?,2289024,Sun Nov 12 04:54:06 +0000 2017,"@665011 When you listen to the Stranger Things soundtrack, it will let you see the album differently. More info here: https://t.co/eR59jGddYG /MT",general_feedback_ui,Auto,
637696,Wed Nov 22 17:44:17 +0000 2017,will you ever add twicetagram @115888,637695,Wed Nov 22 19:42:22 +0000 2017,@271205 We'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /MX,content_availability,Auto,
859966,Fri Oct 13 11:00:15 +0000 2017,"@SpotifyCares Hi, you have cancelled my family subscription; I cannot login for contact you. Please advise. Thanks, GD-H",859965,Fri Oct 13 14:15:19 +0000 2017,"@324181 Hey Gary, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",billing_subscription,Escalate,
1643017,Tue Oct 17 10:33:23 +0000 2017,Hi @SpotifyCares please check DM. :),1643016,Tue Oct 17 13:41:12 +0000 2017,@502201 Hey! We've replied via DM now. Let's keep on chatting there 🎶 /M https://t.co/ldFdZRiNAt,general_feedback_ui,Escalate,
802599,Thu Oct 12 15:47:58 +0000 2017,@115888 hello um no offense but I cannot locate the Twilight soundtrack?,802598,Thu Oct 12 16:23:47 +0000 2017,@311247 Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /SU,content_availability,Auto,
609516,Tue Oct 03 17:03:40 +0000 2017,"@SpotifyCares Thats kinda sad.. you’ve like killed the ability to share data with @70156, which gave very useful insights.. can we know why?",609517,Wed Oct 04 10:51:10 +0000 2017,"@166758 1: Thanks for sending us your feedback on this, Ruslan. We don't officially provide support relating to third party apps, but we've...",general_feedback_ui,Auto,
1914593,Wed Oct 25 21:52:16 +0000 2017,@115888 @3493 When are you guys going to get Nintendo soundtracks?? Give the people what they want!,1914592,Wed Oct 25 22:07:23 +0000 2017,"@570310 Hey there! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa. For anything else, let us know /GU",content_availability,Auto,
1973442,Wed Nov 01 11:07:56 +0000 2017,My spotify account has ceased to exist and I don't know why.,1973441,Wed Nov 01 12:26:02 +0000 2017,@584445 Hey Paul! Help's here. Can you send us your account's email address and username per DM? We'll take a look backstage /BD https://t.co/ldFdZRiNAt,account_access,Escalate,
1599416,Sun Nov 05 09:51:45 +0000 2017,@SpotifyCares My Spotify plays on other (bt) devices. It's a car related thing.,1599417,Sun Nov 05 10:39:58 +0000 2017,"@468275 Can you let us know the year, make, and model of your BMW? We'll take look under the hood 😉 /DR",general_feedback_ui,Auto,
1352481,Fri Oct 27 17:28:17 +0000 2017,mfw still no @115888 in Serbia,1352480,Fri Oct 27 18:01:49 +0000 2017,@435405 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /AU,general_feedback_ui,Auto,
1806920,Sat Oct 14 04:05:49 +0000 2017,"@SpotifyCares on 10/5 all my playlists were deleted (without my knowledge), including a ton of followed playlists. How can I recover them?",1806919,Sat Oct 14 08:58:26 +0000 2017,@542857 Hi Quentin! Could you send us a DM with your account's email address or username? We'll take a look backstage /DR https://t.co/ldFdZRiNAt,playlist_library_management,Escalate,
2621335,Fri Nov 17 15:22:58 +0000 2017,so yeah i forgot my spotify email and password urgh😫 wasted premium!!!,2621334,Fri Nov 17 16:08:08 +0000 2017,"@740671 Hi there! Could you send us a DM with the username of your account (if you can recall it)? If you can let us know the payment method you're using to subscribe, that'll also be great. We'll keep an eye out for your message /LP https://t.co/ldFdZRiNAt",account_access,Auto,
100149,Thu Nov 30 17:04:37 +0000 2017,@127637 des soucis avec la connection @118117 ? Impossible de me reconnecter à ma Play:1 Cc @SpotifyCares @137949,100148,Thu Nov 30 17:13:28 +0000 2017,"@137950 Hey! We can help out in English via Twitter, but we also have French support via email at https://t.co/ZgU70TbP8M /QI",playback_streaming_issue,Auto,
2489555,Sun Nov 26 08:11:14 +0000 2017,@118266 @118266 berarti premium punya saya sampai tanggal 26 Februari kan yaa?,2489553,Sun Nov 26 19:03:16 +0000 2017,"@710889 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /QI",billing_subscription,Auto,
189893,Fri Oct 20 22:46:45 +0000 2017,@115888 My accounts won’t link and I’ve contacted @SpotifyCares AND @hulu_support and neither of them can help me😭,924762,Fri Oct 20 22:53:52 +0000 2017,"@339461 Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",billing_subscription,Escalate,
1362120,Fri Oct 27 20:31:07 +0000 2017,"@SpotifyCares Can't believe you are so prompt. Forget my problem, you're so divine. Your social listening abilities are super awesome. Rspkt",1362122,Fri Oct 27 20:34:24 +0000 2017,"@437155 Aw, thanks for those kind words. If you need any help, just give us a shout. We're here for you 🙂 /LP",general_feedback_ui,Auto,
2141719,Wed Nov 08 22:29:44 +0000 2017,@85006 Youve just blocked me for a month over a photo I posted over 3 years ago so now I cant access my @SpotifyCares account.  You allow nudity and Nazis to post online without any hindrance. Whats the story?,2141718,Wed Nov 08 22:44:21 +0000 2017,@629767 Hey Ciara! Help's here. Can you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,account_access,Escalate,
1559483,Tue Oct 17 04:20:09 +0000 2017,"Hey, there was just charged twice for my Spotify premium would like to get this taken care of thanks in advance. @SpotifyCares",1559482,Tue Oct 17 04:21:47 +0000 2017,@481918 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
470968,Fri Dec 01 07:40:25 +0000 2017,Morning @SpotifyCares can you suggest how I can get release radar to refresh please &amp; thank you?,470966,Fri Dec 01 08:07:15 +0000 2017,"@227131 Hey there, Release Radar refreshes every Friday, so be sure to save your favorites! If it's not updating, try closing Spotify and re-opening the app to see if it helps. Let us know how it goes /LS",general_feedback_ui,Auto,
360173,Mon Sep 25 03:37:00 +0000 2017,@spotifycares how do I search my own playlist for a song on my iPhone app?,360171,Mon Sep 25 04:23:56 +0000 2017,@201307 Hey Cathy! Have you tried going to the top of the playlist then swiping down? Doing this should reveal a search bar /JL,playlist_library_management,Auto,
